# IBL IS TURB X S THETA DSTAR HK UE CF RT AMPL
  95 2 T  0.107957E+01  0.325446E-01  0.203318E-02  0.235984E-02  0.116066E+01  0.928267E+00  0.000000E+00  0.188734E+04  0.919511E+01
  96 2 T  0.110179E+01  0.312498E-01  0.195926E-02  0.223302E-02  0.113973E+01  0.939246E+00  0.000000E+00  0.184022E+04  0.919511E+01
  97 2 T  0.113212E+01  0.296800E-01  0.189349E-02  0.211772E-02  0.111842E+01  0.949550E+00  0.000000E+00  0.179796E+04  0.919511E+01
  98 2 T  0.117352E+01  0.277736E-01  0.183581E-02  0.201487E-02  0.109754E+01  0.959049E+00  0.000000E+00  0.176063E+04  0.919511E+01
  99 2 T  0.123002E+01  0.254938E-01  0.178612E-02  0.192560E-02  0.107809E+01  0.967609E+00  0.000000E+00  0.172827E+04  0.919511E+01
 100 2 T  0.130713E+01  0.228554E-01  0.174426E-02  0.185078E-02  0.106107E+01  0.975114E+00  0.000000E+00  0.170086E+04  0.919511E+01
 101 2 T  0.141239E+01  0.199477E-01  0.170993E-02  0.179051E-02  0.104713E+01  0.981482E+00  0.000000E+00  0.167826E+04  0.919511E+01
 102 2 T  0.155605E+01  0.169280E-01  0.168264E-02  0.174386E-02  0.103638E+01  0.986687E+00  0.000000E+00  0.166024E+04  0.919511E+01
 103 2 T  0.175212E+01  0.139869E-01  0.166172E-02  0.170909E-02  0.102851E+01  0.990767E+00  0.000000E+00  0.164637E+04  0.919511E+01
 104 2 T  0.201974E+01  0.112955E-01  0.164630E-02  0.168404E-02  0.102292E+01  0.993824E+00  0.000000E+00  0.163613E+04  0.919511E+01
